tree_id,score,px_xmin,px_ymin,px_xmax,px_ymax,crown_width_px,crown_height_px,crown_diameter_px,crown_width_m,crown_height_m,crown_diameter_m,geo_x,geo_y,mean_r,mean_g,mean_b,std_r,std_g,std_b,greenness_exg,vari,brightness,tile_idx,tile_origin_col,tile_origin_row
763,0.5633,4209.0,1430.0,4253.0,1469.0,44.0,39.0,41.5,2.358,2.09,2.224,638590.857028,3863635.191691,109.8,119.6,46.4,25.5,29.2,16.5,82.98,0.0535,91.9,2,3840,0
764,0.5632,4592.0,1457.0,4616.0,1482.0,24.0,25.0,24.5,1.286,1.34,1.313,638610.846233,3863634.119964,161.0,156.1,145.1,41.5,42.0,44.7,6.2,-0.0281,154.1,2,3840,0
765,0.5618,4446.0,966.0,4476.0,998.0,30.0,32.0,31.0,1.608,1.715,1.661,638603.182811,3863660.243308,103.2,112.3,44.9,27.4,29.7,18.9,76.38,0.053,86.8,2,3840,0
766,0.5613,5127.0,1727.0,5156.0,1755.0,29.0,28.0,28.5,1.554,1.5,1.527,638639.651054,3863619.571271,116.5,127.9,40.1,20.1,20.0,12.2,99.16,0.0558,94.9,2,3840,0
767,0.5611,4317.0,1996.0,4350.0,2029.0,33.0,33.0,33.0,1.768,1.768,1.768,638596.35004,3863605.022578,124.3,124.4,58.0,22.2,18.1,19.9,66.54,0.0006,102.3,2,3840,0
768,0.5603,4144.0,1444.0,4174.0,1473.0,30.0,29.0,29.5,1.608,1.554,1.581,638586.998521,3863634.709414,112.5,116.3,61.3,20.1,23.6,14.2,58.68,0.0224,96.7,2,3840,0
769,0.5593,4769.0,1889.0,4810.0,1922.0,41.0,33.0,37.0,2.197,1.768,1.983,638620.787246,3863610.756318,123.3,127.6,52.7,25.7,31.6,16.1,79.09,0.0213,101.2,2,3840,0
770,0.5589,4620.0,857.0,4650.0,888.0,30.0,31.0,30.5,1.608,1.661,1.634,638612.507534,3863666.111013,110.8,127.2,52.9,28.2,28.0,23.0,90.86,0.0889,97.0,2,3840,0
771,0.5535,4895.0,1080.0,4938.0,1118.0,43.0,38.0,40.5,2.304,2.036,2.17,638627.593222,3863653.973706,105.8,119.1,42.9,22.0,24.9,13.5,89.53,0.0733,89.3,2,3840,0
772,0.5534,5370.0,1999.0,5404.0,2029.0,34.0,30.0,32.0,1.822,1.608,1.715,638652.807488,3863604.942199,116.4,121.8,50.8,22.4,23.8,18.4,76.28,0.0284,96.3,2,3840,0
773,0.5512,4600.0,1977.0,4636.0,2013.0,36.0,36.0,36.0,1.929,1.929,1.929,638611.596498,3863605.96034,131.0,126.7,58.7,24.1,28.0,21.3,63.59,-0.0221,105.5,2,3840,0
774,0.551,3859.0,1549.0,3898.0,1586.0,39.0,37.0,38.0,2.09,1.983,2.036,638571.966425,3863628.868502,139.0,133.5,65.6,28.3,31.8,24.5,62.45,-0.0265,112.7,2,3840,0
775,0.5502,4448.0,1678.0,4482.0,1711.0,34.0,33.0,33.5,1.822,1.768,1.795,638603.397173,3863622.063037,170.4,126.5,79.4,33.9,31.2,20.2,3.19,-0.2019,125.4,2,3840,0
776,0.5502,4974.0,1860.0,5002.0,1886.0,28.0,26.0,27.0,1.5,1.393,1.447,638631.424933,3863612.497874,111.2,119.1,45.5,25.4,26.8,16.8,81.48,0.0427,92.0,2,3840,0
777,0.5496,3885.0,530.0,3912.0,556.0,27.0,26.0,26.5,1.447,1.393,1.42,638573.038232,3863683.767714,136.0,141.2,54.5,24.1,29.1,17.8,91.82,0.0234,110.6,2,3840,0
778,0.5492,4247.0,614.0,4274.0,642.0,27.0,28.0,27.5,1.447,1.5,1.474,638592.437943,3863679.212875,143.5,150.0,51.3,29.6,33.2,17.0,105.17,0.0269,114.9,2,3840,0
779,0.5488,4239.0,413.0,4269.0,443.0,30.0,30.0,30.0,1.608,1.608,1.608,638592.089606,3863689.930144,118.7,126.5,44.8,21.8,25.7,16.6,89.42,0.0389,96.7,2,3840,0
780,0.5466,3982.0,1386.0,4008.0,1413.0,26.0,27.0,26.5,1.393,1.447,1.42,638578.209702,3863637.871009,135.7,141.4,53.3,23.5,22.9,18.0,93.78,0.0255,110.1,2,3840,0
781,0.5463,3844.0,1651.0,3867.0,1675.0,23.0,24.0,23.5,1.233,1.286,1.259,638570.733846,3863623.751006,122.9,117.3,59.1,22.1,26.9,13.6,52.55,-0.0309,99.7,2,3840,0
782,0.5455,3886.0,1410.0,3911.0,1435.0,25.0,25.0,25.0,1.34,1.34,1.34,638573.038232,3863636.638523,119.2,124.8,46.6,23.9,27.2,17.9,83.74,0.0284,96.9,2,3840,0
783,0.5453,4591.0,1148.0,4630.0,1191.0,39.0,43.0,41.0,2.09,2.304,2.197,638611.194571,3863650.195868,124.4,133.3,57.6,25.1,28.0,17.6,84.63,0.0447,105.1,2,3840,0
784,0.545,3935.0,629.0,3964.0,655.0,29.0,26.0,27.5,1.554,1.393,1.474,638575.77134,3863678.462666,127.8,134.7,45.3,23.2,25.3,17.0,96.29,0.0319,102.6,2,3840,0
785,0.5428,4471.0,321.0,4500.0,349.0,29.0,28.0,28.5,1.554,1.5,1.527,638604.495775,3863694.913674,117.5,127.9,37.3,21.9,23.9,14.8,101.01,0.0498,94.2,2,3840,0
786,0.5428,4631.0,1270.0,4670.0,1304.0,39.0,34.0,36.5,2.09,1.822,1.956,638613.338185,3863643.899473,118.8,126.6,49.1,29.2,32.2,18.7,85.29,0.0397,98.1,2,3840,0
787,0.5428,4714.0,952.0,4758.0,994.0,44.0,42.0,43.0,2.358,2.251,2.304,638617.920161,3863660.725585,119.8,129.5,49.9,24.3,24.3,16.0,89.29,0.0487,99.7,2,3840,0
788,0.5427,4005.0,1964.0,4045.0,1998.0,40.0,34.0,37.0,2.144,1.822,1.983,638579.817413,3863606.710548,120.1,128.2,52.6,28.2,30.5,19.5,83.7,0.0413,100.3,2,3840,0
789,0.5419,4181.0,651.0,4204.0,674.0,23.0,23.0,23.0,1.233,1.233,1.233,638588.793799,3863677.364146,127.2,140.1,47.3,26.9,27.4,16.6,105.72,0.0586,104.9,2,3840,0
790,0.5419,4604.0,1539.0,4629.0,1564.0,25.0,25.0,25.0,1.34,1.34,1.34,638611.516113,3863629.725884,108.5,123.5,47.3,27.7,28.9,16.0,91.31,0.0814,93.1,2,3840,0
791,0.5418,4123.0,1360.0,4147.0,1384.0,24.0,24.0,24.0,1.286,1.286,1.286,638585.712353,3863639.344633,116.1,131.6,42.9,30.7,29.3,19.0,104.16,0.0757,96.9,2,3840,0
792,0.5414,4774.0,925.0,4817.0,964.0,43.0,39.0,41.0,2.304,2.09,2.197,638621.108788,3863662.252796,113.5,118.0,49.2,16.3,19.0,13.8,73.2,0.0245,93.6,2,3840,0
793,0.5403,4279.0,1588.0,4308.0,1616.0,29.0,28.0,28.5,1.554,1.5,1.527,638594.206425,3863627.019774,131.9,137.7,57.3,22.5,22.0,16.0,86.08,0.0272,109.0,2,3840,0
794,0.5393,4965.0,1413.0,4995.0,1442.0,30.0,29.0,29.5,1.608,1.554,1.581,638630.99621,3863636.370591,86.0,96.5,38.5,20.2,24.9,11.8,68.51,0.073,73.7,2,3840,0
795,0.5392,4326.0,1101.0,4360.0,1136.0,34.0,35.0,34.5,1.822,1.876,1.849,638596.859148,3863652.928772,175.5,173.6,162.9,36.0,37.9,39.7,8.76,-0.0103,170.7,2,3840,0
796,0.5388,4081.0,1985.0,4108.0,1999.0,27.0,14.0,20.5,1.447,0.75,1.099,638583.541943,3863606.121099,108.8,115.9,46.9,20.4,24.3,14.2,76.04,0.0399,90.5,2,3840,0
797,0.5384,5241.0,1677.0,5269.0,1705.0,28.0,28.0,28.0,1.5,1.5,1.5,638645.73356,3863622.250589,120.5,126.3,49.9,26.6,23.2,24.8,82.24,0.0296,98.9,2,3840,0
798,0.5383,4086.0,1106.0,4133.0,1147.0,47.0,41.0,44.0,2.519,2.197,2.358,638584.345798,3863652.500081,110.8,124.1,46.4,22.4,25.0,17.2,90.88,0.0702,93.8,2,3840,0
799,0.5376,4499.0,1451.0,4530.0,1480.0,31.0,29.0,30.0,1.661,1.554,1.608,638606.049896,3863634.33431,127.1,138.6,53.4,30.5,31.4,19.0,96.72,0.0541,106.4,2,3840,0
800,0.5371,3959.0,406.0,3992.0,439.0,33.0,33.0,33.0,1.768,1.768,1.768,638577.16469,3863690.224869,165.2,150.3,131.9,20.5,22.8,23.3,3.55,-0.0811,149.1,2,3840,0
801,0.5357,4361.0,1076.0,4388.0,1101.0,27.0,25.0,26.0,1.447,1.34,1.393,638598.547245,3863654.536362,124.7,136.1,49.9,24.8,25.1,17.5,97.69,0.0543,103.6,2,3840,0
802,0.5356,4341.0,1021.0,4386.0,1063.0,45.0,42.0,43.5,2.411,2.251,2.331,638597.957751,3863657.028127,113.7,121.9,45.4,26.8,28.2,16.9,84.71,0.0434,93.7,2,3840,0
803,0.5353,4564.0,486.0,4586.0,506.0,22.0,20.0,21.0,1.179,1.072,1.125,638609.292113,3863686.286272,121.5,135.2,38.1,22.3,23.1,13.3,110.85,0.063,98.3,2,3840,0
804,0.5345,4447.0,218.0,4472.0,243.0,25.0,25.0,25.0,1.34,1.34,1.34,638603.102426,3863700.513447,108.4,123.4,33.5,20.3,23.5,11.3,104.91,0.0757,88.5,2,3840,0
805,0.5344,5246.0,1863.0,5274.0,1893.0,28.0,30.0,29.0,1.5,1.608,1.554,638646.001512,3863612.229942,93.5,101.1,39.2,19.2,21.2,12.9,69.43,0.0488,77.9,2,3840,0
806,0.5336,3893.0,976.0,3931.0,1012.0,38.0,36.0,37.0,2.036,1.929,1.983,638573.761702,3863659.600272,114.5,124.3,52.9,23.2,23.7,18.7,81.19,0.0528,97.2,2,3840,0
807,0.5327,4232.0,773.0,4265.0,805.0,33.0,32.0,32.5,1.768,1.715,1.742,638591.794859,3863670.585473,122.4,130.1,56.5,17.7,19.0,13.4,81.31,0.0394,103.0,2,3840,0
808,0.5323,4569.0,1315.0,4597.0,1344.0,28.0,29.0,28.5,1.5,1.554,1.527,638609.720836,3863641.622053,98.7,104.4,50.8,17.8,20.3,17.5,59.23,0.0371,84.6,2,3840,0
809,0.5314,4730.0,1165.0,4766.0,1200.0,36.0,35.0,35.5,1.929,1.876,1.902,638618.563246,3863649.499246,115.5,125.9,44.6,25.6,28.1,15.2,91.68,0.0529,95.3,2,3840,0
810,0.5307,4819.0,1206.0,4851.0,1242.0,32.0,36.0,34.0,1.715,1.929,1.822,638623.225607,3863647.275412,101.5,107.2,41.0,28.5,27.8,17.0,71.98,0.0341,83.3,2,3840,0
811,0.5301,4274.0,737.0,4310.0,773.0,36.0,36.0,36.0,1.929,1.929,1.929,638594.12604,3863672.407409,120.8,132.9,51.0,19.9,24.8,15.9,93.91,0.0595,101.6,2,3840,0
812,0.5299,4157.0,713.0,4188.0,741.0,31.0,28.0,29.5,1.661,1.5,1.581,638587.721991,3863673.907826,130.2,140.5,53.8,20.4,23.0,15.6,97.02,0.0475,108.2,2,3840,0
813,0.5284,4817.0,1772.0,4855.0,1808.0,38.0,36.0,37.0,2.036,1.929,1.983,638623.279197,3863616.94554,103.3,108.7,46.4,19.5,20.5,18.4,67.86,0.0331,86.1,2,3840,0
814,0.5265,3882.0,1827.0,3912.0,1855.0,30.0,28.0,29.0,1.608,1.5,1.554,638572.957846,3863614.212637,114.3,116.6,47.0,24.7,27.9,16.8,71.74,0.0121,92.7,2,3840,0
815,0.5264,4396.0,1792.0,4416.0,1813.0,20.0,21.0,20.5,1.072,1.125,1.099,638600.235341,3863616.275711,111.7,113.4,45.4,26.5,27.4,19.4,69.67,0.0095,90.1,2,3840,0
816,0.5255,4417.0,925.0,4448.0,955.0,31.0,30.0,30.5,1.661,1.608,1.634,638601.655486,3863662.493935,125.5,135.3,48.5,26.4,29.2,17.6,96.71,0.0465,103.1,2,3840,0
817,0.5245,4283.0,517.0,4309.0,541.0,26.0,24.0,25.0,1.393,1.286,1.34,638594.340401,3863684.517923,136.2,146.1,46.6,25.1,24.8,16.6,109.43,0.0421,109.6,2,3840,0
818,0.524,4239.0,1824.0,4280.0,1856.0,41.0,32.0,36.5,2.197,1.715,1.956,638592.384353,3863614.266223,123.2,127.3,52.7,24.5,25.7,15.1,78.56,0.0204,101.1,2,3840,0
819,0.5238,4596.0,523.0,4623.0,547.0,27.0,24.0,25.5,1.447,1.286,1.367,638611.14098,3863684.196405,130.2,144.1,47.1,22.0,20.2,15.9,110.83,0.0611,107.1,2,3840,0
820,0.5237,4135.0,1045.0,4179.0,1087.0,44.0,42.0,43.0,2.358,2.251,2.304,638586.891341,3863655.742055,125.0,129.8,54.0,24.9,26.7,17.3,80.49,0.0235,102.9,2,3840,0
821,0.5229,4860.0,960.0,4887.0,987.0,27.0,27.0,27.0,1.447,1.447,1.447,638625.288836,3863660.698792,123.5,135.4,56.9,21.8,24.2,14.6,90.46,0.0589,105.3,2,3840,0
822,0.5226,4757.0,1410.0,4800.0,1447.0,43.0,37.0,40.0,2.304,1.983,2.144,638620.197752,3863636.317005,96.0,106.6,38.1,24.2,29.9,14.4,79.07,0.0644,80.2,2,3840,0
823,0.522,5143.0,1975.0,5177.0,2010.0,34.0,35.0,34.5,1.822,1.876,1.849,638640.642475,3863606.094305,139.0,139.4,55.3,21.7,24.4,16.1,84.59,0.002,111.2,2,3840,0
824,0.5205,4261.0,1007.0,4303.0,1047.0,42.0,40.0,41.0,2.251,2.144,2.197,638593.590136,3863657.831923,121.2,134.2,48.5,26.0,24.7,17.5,98.71,0.063,101.3,2,3840,0
825,0.5203,3843.0,511.0,3867.0,534.0,24.0,23.0,23.5,1.286,1.233,1.259,638570.707051,3863684.866234,122.6,133.7,45.7,25.1,28.0,17.8,99.17,0.053,100.7,2,3840,0
826,0.5203,4646.0,1895.0,4682.0,1929.0,36.0,34.0,35.0,1.929,1.822,1.876,638614.061655,3863610.408006,105.7,108.0,48.8,19.8,21.4,18.5,61.52,0.014,87.5,2,3840,0
827,0.5203,4875.0,1740.0,4914.0,1779.0,39.0,39.0,39.0,2.09,2.09,2.09,638626.414234,3863618.579924,101.4,108.7,39.7,20.3,21.9,16.0,76.38,0.0431,83.2,2,3840,0
828,0.5201,5305.0,1841.0,5341.0,1873.0,36.0,32.0,34.0,1.929,1.715,1.822,638649.377704,3863613.355255,133.4,138.5,59.7,32.3,30.1,33.7,83.96,0.0242,110.5,2,3840,0
829,0.52,4146.0,499.0,4169.0,521.0,23.0,22.0,22.5,1.233,1.179,1.206,638586.918136,3863685.536063,112.7,120.6,41.7,18.8,21.4,11.4,86.67,0.0408,91.7,2,3840,0
830,0.5197,4623.0,1059.0,4663.0,1098.0,40.0,39.0,39.5,2.144,2.09,2.117,638612.936257,3863655.072226,119.5,129.5,54.8,27.8,29.2,17.4,84.72,0.0516,101.2,2,3840,0
831,0.5187,5026.0,1235.0,5070.0,1272.0,44.0,37.0,40.5,2.358,1.983,2.17,638634.640355,3863645.694615,97.8,110.9,42.3,23.6,24.0,16.2,81.69,0.0787,83.7,2,3840,0
832,0.5186,3890.0,1630.0,3925.0,1665.0,35.0,35.0,35.0,1.876,1.876,1.876,638573.520545,3863624.581595,118.6,125.7,51.8,32.1,29.5,27.1,80.88,0.0366,98.7,2,3840,0
833,0.5184,5289.0,1799.0,5316.0,1827.0,27.0,28.0,27.5,1.447,1.5,1.474,638648.279102,3863615.713055,111.2,120.3,36.9,23.6,21.6,18.3,92.53,0.0468,89.5,2,3840,0
834,0.5181,4113.0,803.0,4146.0,836.0,33.0,33.0,33.0,1.768,1.768,1.768,638585.417606,3863668.951089,110.3,114.9,53.3,16.1,20.6,14.2,66.24,0.0269,92.8,2,3840,0
835,0.5181,4451.0,1352.0,4492.0,1394.0,41.0,42.0,41.5,2.197,2.251,2.224,638603.74551,3863639.291047,122.3,135.2,40.5,27.8,27.4,15.1,107.64,0.0596,99.3,2,3840,0
836,0.5178,3925.0,1054.0,3961.0,1087.0,36.0,33.0,34.5,1.929,1.768,1.849,638575.423003,3863655.500917,128.4,136.5,53.9,23.3,22.9,17.0,90.55,0.0381,106.3,2,3840,0
837,0.5165,4239.0,1517.0,4279.0,1551.0,40.0,34.0,37.0,2.144,1.822,1.983,638592.357558,3863630.663645,108.0,117.7,47.5,24.3,26.9,16.9,79.87,0.0544,91.0,2,3840,0
838,0.5161,5254.0,1909.0,5298.0,1946.0,44.0,37.0,40.5,2.358,1.983,2.17,638646.858957,3863609.577418,101.4,109.1,43.0,18.5,19.4,14.8,73.76,0.0457,84.5,2,3840,0
839,0.5159,4202.0,1242.0,4242.0,1279.0,40.0,37.0,38.5,2.144,1.983,2.063,638590.374714,3863645.319511,125.4,133.3,47.5,27.8,27.6,18.6,93.61,0.0372,102.1,2,3840,0
840,0.5156,4049.0,823.0,4086.0,857.0,37.0,34.0,35.5,1.983,1.822,1.902,638582.095003,3863667.852569,99.1,111.9,47.3,20.6,24.3,15.2,77.46,0.0786,86.1,2,3840,0
841,0.5155,4844.0,917.0,4876.0,949.0,32.0,32.0,32.0,1.715,1.715,1.715,638624.565366,3863662.869039,100.1,113.5,44.6,20.3,22.6,13.8,82.28,0.0792,86.0,2,3840,0
842,0.5147,4860.0,1918.0,4891.0,1949.0,31.0,31.0,31.0,1.661,1.661,1.661,638625.396017,3863609.2559,133.6,134.5,58.2,26.5,27.6,20.2,77.16,0.0042,108.7,2,3840,0
843,0.5139,4090.0,1312.0,4134.0,1347.0,44.0,35.0,39.5,2.358,1.876,2.117,638584.479774,3863641.622053,110.4,118.1,42.5,25.8,29.6,15.2,83.27,0.0414,90.3,2,3840,0
844,0.5139,4258.0,475.0,4288.0,502.0,30.0,27.0,28.5,1.608,1.447,1.527,638593.107823,3863686.68817,126.2,134.0,52.1,20.9,24.1,16.7,89.69,0.0374,104.1,2,3840,0
845,0.5132,4580.0,811.0,4627.0,848.0,47.0,37.0,42.0,2.519,1.983,2.251,638610.819438,3863668.415226,120.0,131.1,51.7,25.0,25.0,17.7,90.57,0.056,100.9,2,3840,0
846,0.5123,4975.0,1125.0,5027.0,1151.0,52.0,26.0,39.0,2.787,1.393,2.09,638632.121607,3863651.883838,113.1,118.7,49.3,25.4,27.0,14.4,74.95,0.0308,93.7,2,3840,0
847,0.512,4152.0,1288.0,4192.0,1323.0,40.0,35.0,37.5,2.144,1.876,2.01,638587.695196,3863642.908125,116.2,127.4,50.3,28.0,29.4,18.6,88.42,0.0581,98.0,2,3840,0
848,0.5114,4887.0,869.0,4925.0,904.0,38.0,35.0,36.5,2.036,1.876,1.956,638627.030523,3863665.360804,93.1,103.4,38.8,22.7,23.5,16.0,74.9,0.0652,78.4,2,3840,0
849,0.5108,4575.0,1632.0,4618.0,1667.0,43.0,35.0,39.0,2.304,1.876,2.09,638610.444305,3863624.474422,103.4,110.0,43.6,22.1,24.8,14.7,72.96,0.0389,85.7,2,3840,0
850,0.5103,4340.0,341.0,4372.0,369.0,32.0,28.0,30.0,1.715,1.5,1.608,638597.555823,3863693.841947,96.4,112.8,30.6,18.8,19.7,14.4,98.68,0.0921,79.9,2,3840,0
851,0.5093,4827.0,1825.0,4866.0,1859.0,39.0,34.0,36.5,2.09,1.822,1.956,638623.841896,3863614.15905,109.4,118.5,40.6,21.0,22.8,17.2,86.95,0.0484,89.5,2,3840,0
852,0.5088,4646.0,649.0,4679.0,681.0,33.0,32.0,32.5,1.768,1.715,1.742,638613.981269,3863677.23018,96.7,110.3,41.9,18.2,20.9,12.6,81.95,0.0823,82.9,2,3840,0
853,0.5085,3843.0,1900.0,3867.0,1926.0,24.0,26.0,25.0,1.286,1.393,1.34,638570.707051,3863610.35442,134.4,130.3,67.1,23.8,23.0,19.9,59.15,-0.0206,110.6,2,3840,0
854,0.5079,4474.0,182.0,4504.0,218.0,30.0,36.0,33.0,1.608,1.929,1.768,638604.683341,3863702.147831,98.4,110.1,34.9,26.4,29.0,15.0,86.78,0.0669,81.1,2,3840,0
855,0.5079,5016.0,1388.0,5057.0,1427.0,41.0,39.0,40.0,2.197,2.09,2.144,638634.024065,3863637.442318,110.3,115.7,54.2,22.7,25.9,17.1,66.83,0.0314,93.4,2,3840,0
856,0.5074,3961.0,1624.0,3989.0,1651.0,28.0,27.0,27.5,1.5,1.447,1.474,638577.137895,3863625.117458,130.6,134.7,55.2,26.8,29.6,22.0,83.56,0.0194,106.9,2,3840,0
857,0.5074,4525.0,440.0,4562.0,475.0,37.0,35.0,36.0,1.983,1.876,1.929,638607.604016,3863688.349347,100.2,112.7,35.9,20.2,21.8,14.7,89.2,0.0705,82.9,2,3840,0
858,0.5067,5060.0,1934.0,5091.0,1965.0,31.0,31.0,31.0,1.661,1.661,1.661,638636.11409,3863608.398518,116.4,129.4,45.6,22.0,24.9,17.9,96.82,0.065,97.2,2,3840,0
859,0.5063,4928.0,1171.0,4963.0,1205.0,35.0,34.0,34.5,1.876,1.822,1.849,638629.147342,3863649.204521,116.3,121.9,51.0,22.5,23.7,20.3,76.49,0.0301,96.4,2,3840,0
860,0.5062,4698.0,750.0,4748.0,776.0,50.0,26.0,38.0,2.679,1.393,2.036,638617.223486,3863671.978718,123.3,132.2,49.5,26.9,28.0,16.6,91.67,0.0431,101.7,2,3840,0
861,0.506,4287.0,1792.0,4315.0,1821.0,28.0,29.0,28.5,1.5,1.554,1.527,638594.608353,3863616.061366,112.3,116.4,46.6,25.0,26.1,16.8,73.99,0.0227,91.7,2,3840,0
862,0.5058,5158.0,2025.0,5188.0,2047.0,30.0,22.0,26.0,1.608,1.179,1.393,638641.33915,3863603.763299,130.7,139.0,53.9,26.6,28.2,17.6,93.31,0.0384,107.9,2,3840,0
863,0.5042,4949.0,1371.0,4974.0,1397.0,25.0,26.0,25.5,1.34,1.393,1.367,638630.004788,3863638.701597,103.3,116.4,47.2,22.6,23.4,15.4,82.22,0.0759,89.0,2,3840,0
864,0.5037,4985.0,1463.0,5013.0,1488.0,28.0,25.0,26.5,1.5,1.34,1.42,638632.014427,3863633.798446,80.6,90.5,34.8,23.6,26.3,12.5,65.57,0.0722,68.6,2,3840,0
865,0.5033,4122.0,1159.0,4147.0,1183.0,25.0,24.0,24.5,1.34,1.286,1.313,638585.685558,3863650.115489,84.8,96.9,34.3,18.7,19.6,11.5,74.62,0.0819,72.0,2,3840,0
866,0.5021,4662.0,1937.0,4697.0,1968.0,35.0,31.0,33.0,1.876,1.661,1.768,638614.892306,3863608.237759,101.2,106.5,45.2,14.2,17.0,13.6,66.57,0.0325,84.3,2,3840,0
867,0.5016,4637.0,1486.0,4669.0,1517.0,32.0,31.0,31.5,1.715,1.661,1.688,638613.472161,3863632.405201,98.3,104.1,51.9,18.9,19.7,13.6,58.0,0.0387,84.7,2,3840,0
868,0.501,4070.0,317.0,4099.0,343.0,29.0,26.0,27.5,1.554,1.393,1.474,638583.006039,3863695.181606,113.6,120.7,40.4,19.0,22.3,18.0,87.36,0.0366,91.5,2,3840,0
869,0.4998,5064.0,1742.0,5089.0,1766.0,25.0,24.0,24.5,1.34,1.286,1.313,638636.16768,3863618.874649,121.6,129.9,52.3,19.0,22.0,12.3,85.95,0.0416,101.3,2,3840,0
870,0.4998,4149.0,1248.0,4180.0,1278.0,31.0,30.0,30.5,1.661,1.608,1.634,638587.293268,3863645.185545,107.1,118.3,46.4,23.0,25.6,16.1,83.21,0.063,90.6,2,3840,0
871,0.4998,4672.0,414.0,4711.0,451.0,39.0,37.0,38.0,2.09,1.983,2.036,638615.53539,3863689.689005,115.7,126.4,43.1,24.4,26.8,16.8,93.91,0.0535,95.1,2,3840,0
872,0.4997,4257.0,1200.0,4294.0,1238.0,37.0,38.0,37.5,1.983,2.036,2.01,638593.241799,3863647.543344,132.0,137.6,59.0,25.6,27.5,18.9,84.32,0.0267,109.5,2,3840,0
873,0.4997,4359.0,382.0,4380.0,401.0,21.0,19.0,20.0,1.125,1.018,1.072,638598.279293,3863691.886046,109.4,119.5,42.2,20.4,24.5,14.5,87.28,0.0539,90.4,2,3840,0
874,0.4994,4716.0,794.0,4757.0,833.0,41.0,39.0,40.0,2.197,2.09,2.144,638617.946956,3863669.272607,118.0,132.7,44.3,23.1,25.5,15.2,103.07,0.0711,98.3,2,3840,0
875,0.4987,5137.0,1772.0,5176.0,1809.0,39.0,37.0,38.0,2.09,1.983,2.036,638640.454909,3863616.918747,109.4,115.9,44.8,21.2,24.3,13.6,77.59,0.0359,90.1,2,3840,0
876,0.498,4289.0,1233.0,4320.0,1263.0,31.0,30.0,30.5,1.661,1.608,1.634,638594.795919,3863645.98934,154.1,152.6,136.9,31.6,32.5,37.1,14.05,-0.0093,147.9,2,3840,0
877,0.4973,4740.0,558.0,4768.0,581.0,28.0,23.0,25.5,1.5,1.233,1.367,638618.884788,3863682.347676,130.6,137.8,49.2,26.1,29.6,15.3,95.83,0.0329,105.9,2,3840,0
878,0.4964,4932.0,981.0,4975.0,1018.0,43.0,37.0,40.0,2.304,1.983,2.144,638629.576065,3863659.305547,89.4,100.7,37.8,21.0,25.4,12.8,74.19,0.074,76.0,2,3840,0
879,0.4962,4126.0,1398.0,4165.0,1433.0,39.0,35.0,37.0,2.09,1.876,1.983,638586.275052,3863637.013627,124.4,126.7,62.1,21.9,25.4,14.8,67.05,0.0126,104.4,2,3840,0
880,0.4936,3871.0,411.0,3895.0,435.0,24.0,24.0,24.0,1.286,1.286,1.286,638572.207581,3863690.198076,115.8,118.9,45.7,19.3,29.5,12.3,76.37,0.0167,93.5,2,3840,0
881,0.4931,4703.0,1869.0,4733.0,1898.0,30.0,29.0,29.5,1.608,1.554,1.581,638616.955535,3863611.935217,128.4,139.4,56.5,21.6,25.7,16.1,94.01,0.0522,108.1,2,3840,0
882,0.4919,5232.0,1642.0,5254.0,1664.0,22.0,22.0,22.0,1.179,1.179,1.179,638645.090475,3863624.28687,116.0,124.4,43.0,29.5,27.3,18.4,89.82,0.0428,94.5,2,3840,0
883,0.4915,4908.0,1126.0,4946.0,1160.0,38.0,34.0,36.0,2.036,1.822,1.929,638628.155921,3863651.615906,97.0,108.4,38.8,21.8,23.7,13.2,80.91,0.0679,81.4,2,3840,0
884,0.491,4078.0,1470.0,4119.0,1507.0,41.0,37.0,39.0,2.197,1.983,2.09,638583.756304,3863633.101824,101.1,113.5,37.0,20.3,22.5,14.1,88.97,0.0699,83.9,2,3840,0
885,0.4907,4046.0,1881.0,4092.0,1925.0,46.0,44.0,45.0,2.465,2.358,2.411,638582.175389,3863610.890283,121.2,124.9,58.0,26.4,26.9,17.5,70.6,0.0195,101.4,2,3840,0
886,0.49,4023.0,1093.0,4057.0,1126.0,34.0,33.0,33.5,1.822,1.768,1.795,638580.621268,3863653.411049,97.7,110.0,38.1,19.9,22.1,14.3,84.13,0.0722,81.9,2,3840,0
887,0.4895,5273.0,1758.0,5299.0,1785.0,26.0,27.0,26.5,1.393,1.447,1.42,638647.394861,3863617.936888,117.5,119.6,49.6,25.0,23.7,25.8,72.02,0.0112,95.5,2,3840,0
888,0.4877,4326.0,420.0,4350.0,446.0,24.0,26.0,25.0,1.286,1.393,1.34,638596.591197,3863689.662212,133.5,134.4,59.0,25.3,30.8,17.5,76.33,0.0042,109.0,2,3840,0
889,0.4872,4921.0,1455.0,4957.0,1489.0,36.0,34.0,35.0,1.929,1.822,1.876,638628.799005,3863633.985999,100.0,114.3,41.8,20.7,25.6,12.9,86.91,0.0833,85.4,2,3840,0
890,0.4866,4369.0,628.0,4412.0,662.0,43.0,34.0,38.5,2.304,1.822,2.063,638599.404691,3863678.301907,124.8,136.3,44.0,26.0,29.7,17.8,103.76,0.0529,101.7,2,3840,0
891,0.4866,4274.0,1342.0,4297.0,1367.0,23.0,25.0,24.0,1.233,1.34,1.286,638593.777702,3863640.282394,137.7,135.6,128.1,32.1,33.0,32.9,5.42,-0.0145,133.8,2,3840,0
