tree_id,score,px_xmin,px_ymin,px_xmax,px_ymax,crown_width_px,crown_height_px,crown_diameter_px,crown_width_m,crown_height_m,crown_diameter_m,geo_x,geo_y,mean_r,mean_g,mean_b,std_r,std_g,std_b,greenness_exg,vari,brightness,tile_idx,tile_origin_col,tile_origin_row
3518,0.4497,2995.0,4150.0,3015.0,4171.0,20.0,21.0,20.5,1.072,1.125,1.099,638525.155242,3863489.919107,192.2,185.8,157.8,22.2,25.7,25.6,21.59,-0.029,178.6,7,1920,3840
3519,0.4494,3379.0,4589.0,3409.0,4616.0,30.0,27.0,28.5,1.608,1.447,1.527,638546.001893,3863466.233942,109.0,117.7,45.9,27.4,27.7,16.3,80.49,0.0481,90.9,7,1920,3840
3520,0.4493,3186.0,5291.0,3212.0,5316.0,26.0,25.0,25.5,1.393,1.34,1.367,638535.551773,3863428.669913,112.9,122.4,40.3,31.0,30.5,19.7,91.45,0.0483,91.9,7,1920,3840
3521,0.4492,3215.0,5660.0,3235.0,5681.0,20.0,21.0,20.5,1.072,1.125,1.099,638536.945122,3863409.003724,116.5,134.7,44.2,35.6,33.1,23.2,108.69,0.0877,98.5,7,1920,3840
3522,0.4485,2670.0,5669.0,2677.0,5695.0,7.0,26.0,16.5,0.375,1.393,0.884,638507.390037,3863408.387481,110.6,113.7,51.1,20.8,25.0,12.4,65.78,0.0181,91.8,7,1920,3840
3523,0.4485,3331.0,5437.0,3362.0,5467.0,31.0,30.0,30.5,1.661,1.608,1.634,638543.456351,3863420.712341,134.6,136.9,61.4,35.7,32.2,33.7,77.78,0.0107,111.0,7,1920,3840
3524,0.4479,2367.0,4524.0,2394.0,4552.0,27.0,28.0,27.5,1.447,1.5,1.474,638491.68806,3863469.690261,137.6,146.1,59.4,31.6,31.9,20.2,95.14,0.0377,114.4,7,1920,3840
3525,0.4478,2800.0,5677.0,2828.0,5700.0,28.0,23.0,25.5,1.5,1.233,1.367,638514.919483,3863408.03917,99.8,110.0,40.1,33.1,32.8,19.5,80.15,0.0603,83.3,7,1920,3840
3526,0.4478,3841.0,4307.0,3884.0,4344.0,43.0,37.0,40.0,2.304,1.983,2.144,638571.108979,3863481.07736,110.5,119.6,46.9,30.9,33.7,19.6,81.81,0.0497,92.3,7,1920,3840
3527,0.4477,3644.0,3997.0,3666.0,4019.0,22.0,22.0,22.0,1.179,1.179,1.179,638559.988978,3863498.091025,119.2,120.9,46.0,25.5,25.6,16.6,76.62,0.0089,95.4,7,1920,3840
3528,0.4471,2917.0,4205.0,2952.0,4237.0,35.0,32.0,33.5,1.876,1.715,1.795,638521.377121,3863486.677133,129.5,140.1,49.6,31.7,28.4,22.8,101.08,0.0482,106.4,7,1920,3840
3529,0.4464,2555.0,5418.0,2575.0,5440.0,20.0,22.0,21.0,1.072,1.179,1.125,638501.575482,3863421.944827,124.1,135.3,54.5,36.7,33.7,22.6,91.98,0.0546,104.6,7,1920,3840
3530,0.4459,2101.0,4667.0,2128.0,4692.0,27.0,25.0,26.0,1.447,1.34,1.393,638477.433023,3863462.107793,128.6,133.9,55.5,26.9,26.5,21.7,83.83,0.026,106.0,7,1920,3840
3531,0.4453,2495.0,4398.0,2537.0,4436.0,42.0,38.0,40.0,2.251,2.036,2.144,638498.949554,3863476.174209,98.1,112.0,37.5,30.9,31.7,18.1,88.35,0.0802,82.5,7,1920,3840
3532,0.4441,3215.0,5185.0,3242.0,5210.0,27.0,25.0,26.0,1.447,1.34,1.393,638537.132688,3863434.350066,112.8,122.8,40.9,30.4,29.9,19.7,91.83,0.051,92.2,7,1920,3840
3533,0.444,3900.0,4109.0,3928.0,4140.0,28.0,31.0,29.5,1.5,1.661,1.581,638573.868882,3863491.848216,122.1,128.3,49.4,23.5,23.9,16.4,85.01,0.0305,100.0,7,1920,3840
3534,0.4436,2100.0,4413.0,2125.0,4439.0,25.0,26.0,25.5,1.34,1.393,1.367,638477.325843,3863475.691932,101.0,117.7,45.7,25.7,25.8,17.8,88.71,0.0964,88.2,7,1920,3840
3535,0.4434,2025.0,5727.0,2049.0,5749.0,24.0,22.0,23.0,1.286,1.179,1.233,638473.27977,3863405.386646,130.5,139.9,49.6,32.9,30.2,20.0,99.8,0.0429,106.7,7,1920,3840
3536,0.4424,3593.0,4893.0,3622.0,4919.0,29.0,26.0,27.5,1.554,1.393,1.474,638557.443436,3863449.970486,110.0,118.6,43.4,31.8,30.3,21.4,83.74,0.046,90.7,7,1920,3840
3537,0.4421,2951.0,5211.0,2980.0,5237.0,29.0,26.0,27.5,1.554,1.393,1.474,638523.038423,3863432.930028,143.2,145.5,65.7,32.0,30.0,28.0,82.04,0.0102,118.1,7,1920,3840
3538,0.4419,2897.0,4003.0,2922.0,4030.0,25.0,27.0,26.0,1.34,1.447,1.393,638520.037362,3863497.635541,122.5,128.7,55.2,25.9,22.7,20.6,79.75,0.0316,102.1,7,1920,3840
3539,0.4418,1996.0,5035.0,2021.0,5057.0,25.0,22.0,23.5,1.34,1.179,1.259,638471.752445,3863442.468398,125.7,136.1,40.2,29.6,31.9,16.8,106.27,0.0469,100.7,7,1920,3840
3540,0.4413,2737.0,4876.0,2762.0,4898.0,25.0,22.0,23.5,1.34,1.179,1.259,638511.462904,3863450.988627,124.6,127.4,53.5,36.0,33.8,25.0,76.7,0.0141,101.8,7,1920,3840
3541,0.4412,1920.0,4641.0,1938.0,4664.0,18.0,23.0,20.5,0.965,1.233,1.099,638467.492011,3863463.554625,104.0,121.3,37.0,28.4,27.8,17.9,101.61,0.0919,87.4,7,1920,3840
3542,0.4408,2196.0,5419.0,2214.0,5438.0,18.0,19.0,18.5,0.965,1.018,0.991,638482.282951,3863421.97162,141.8,147.4,66.6,34.4,33.0,27.6,86.44,0.0251,118.6,7,1920,3840
3543,0.4401,3424.0,5182.0,3463.0,5218.0,39.0,36.0,37.5,2.09,1.929,2.01,638548.654616,3863434.2161,131.9,136.9,55.2,39.3,35.9,35.5,86.74,0.0237,108.0,7,1920,3840
3544,0.4396,2213.0,5242.0,2234.0,5263.0,21.0,21.0,21.0,1.125,1.125,1.125,638483.274373,3863431.402817,122.4,133.2,42.7,32.4,31.3,19.3,101.26,0.0507,99.4,7,1920,3840
3545,0.4395,2796.0,5036.0,2840.0,5075.0,44.0,39.0,41.5,2.358,2.09,2.224,638515.133844,3863441.959327,122.6,127.4,56.6,36.6,33.1,34.8,75.61,0.0248,102.2,7,1920,3840
3546,0.4386,3304.0,4572.0,3337.0,4605.0,33.0,33.0,33.0,1.768,1.768,1.768,638542.063002,3863466.984151,105.9,113.7,38.9,27.3,28.9,14.0,82.62,0.0432,86.2,7,1920,3840
3547,0.4373,3156.0,5879.0,3181.0,5887.0,25.0,8.0,16.5,1.34,0.429,0.884,638533.917266,3863397.616626,110.4,107.9,57.8,24.3,28.3,18.8,47.64,-0.0156,92.0,7,1920,3840
3548,0.4371,2931.0,5815.0,2958.0,5839.0,27.0,24.0,25.5,1.447,1.286,1.367,638521.913025,3863400.617461,111.4,128.2,49.0,35.5,35.3,21.7,95.86,0.0879,96.2,7,1920,3840
3549,0.4367,3817.0,4603.0,3850.0,4635.0,33.0,32.0,32.5,1.768,1.715,1.742,638569.554858,3863465.349767,110.6,120.7,46.3,31.1,28.8,18.1,84.59,0.0547,92.5,7,1920,3840
3550,0.4362,3604.0,5078.0,3636.0,5108.0,32.0,30.0,31.0,1.715,1.608,1.661,638558.113316,3863439.949839,121.2,122.5,55.3,23.3,22.6,25.2,68.47,0.0068,99.7,7,1920,3840
3551,0.436,2309.0,5845.0,2335.0,5869.0,26.0,24.0,25.0,1.393,1.286,1.34,638488.553024,3863399.009871,130.2,131.0,52.7,32.5,31.2,21.8,79.15,0.0038,104.7,7,1920,3840
3552,0.4349,3776.0,3912.0,3802.0,3938.0,26.0,26.0,26.0,1.393,1.393,1.393,638567.170087,3863502.538692,200.7,192.9,185.5,41.4,43.2,43.2,-0.39,-0.0376,193.0,7,1920,3840
3553,0.4347,1945.0,4669.0,1982.0,4706.0,37.0,37.0,37.0,1.983,1.983,1.983,638469.340879,3863461.679103,91.4,102.0,39.7,20.7,23.2,13.4,72.87,0.0689,77.7,7,1920,3840
3554,0.4346,2936.0,3942.0,2962.0,3965.0,26.0,23.0,24.5,1.393,1.233,1.313,638522.154182,3863501.011481,88.0,93.2,40.3,27.0,26.2,20.2,58.15,0.0372,73.9,7,1920,3840
3555,0.4346,1983.0,4167.0,2009.0,4194.0,26.0,27.0,26.5,1.393,1.447,1.42,638471.082565,3863488.84738,88.1,100.9,36.1,24.6,24.0,20.4,77.62,0.0836,75.0,7,1920,3840
3556,0.4344,2834.0,4032.0,2856.0,4055.0,22.0,23.0,22.5,1.179,1.233,1.206,638516.580784,3863496.18871,126.4,130.8,43.3,33.2,30.8,21.5,91.87,0.0205,100.2,7,1920,3840
3557,0.4342,3957.0,5248.0,3967.0,5278.0,10.0,30.0,20.0,0.536,1.608,1.072,638576.44122,3863430.84016,112.5,119.3,34.1,30.4,28.2,16.6,92.08,0.0343,88.6,7,1920,3840
3558,0.4342,2793.0,5319.0,2825.0,5347.0,32.0,28.0,30.0,1.715,1.5,1.608,638514.651531,3863427.089116,108.1,123.8,42.8,30.3,30.1,18.3,96.75,0.0831,91.6,7,1920,3840
3559,0.434,2367.0,4863.0,2405.0,4899.0,38.0,36.0,37.0,2.036,1.929,1.983,638491.982807,3863451.310145,106.1,123.8,37.5,33.4,32.1,19.0,103.99,0.0919,89.1,7,1920,3840
3560,0.434,3688.0,4323.0,3714.0,4348.0,26.0,25.0,25.5,1.393,1.34,1.367,638562.454135,3863480.541496,184.8,179.2,170.4,31.1,38.3,42.8,3.27,-0.0288,178.1,7,1920,3840
3561,0.4337,2927.0,4087.0,2962.0,4119.0,35.0,32.0,33.5,1.876,1.715,1.795,638521.913025,3863493.000322,129.0,137.4,49.7,31.9,27.5,28.9,95.95,0.0384,105.4,7,1920,3840
3562,0.4331,3145.0,4676.0,3183.0,4709.0,38.0,33.0,35.5,2.036,1.768,1.902,638533.67611,3863461.411171,105.4,113.1,39.5,30.5,29.9,19.7,81.35,0.043,86.0,7,1920,3840
3563,0.4328,3280.0,4525.0,3318.0,4561.0,38.0,36.0,37.0,2.036,1.929,1.983,638540.910809,3863469.42233,99.9,103.8,40.6,23.6,25.1,16.9,67.04,0.0239,81.4,7,1920,3840
3564,0.4325,2792.0,5190.0,2834.0,5224.0,42.0,34.0,38.0,2.251,1.822,2.036,638514.865892,3863433.840996,122.9,129.8,50.4,34.3,32.5,23.3,86.25,0.034,101.0,7,1920,3840
3565,0.4325,3301.0,4769.0,3326.0,4797.0,25.0,28.0,26.5,1.34,1.5,1.42,638541.687869,3863456.561607,188.5,178.8,168.8,36.0,36.3,36.9,0.32,-0.0488,178.7,7,1920,3840
3566,0.4324,2756.0,5391.0,2786.0,5422.0,30.0,31.0,30.5,1.608,1.661,1.634,638512.615097,3863423.15052,108.3,118.2,43.5,31.6,31.3,18.4,84.68,0.0543,90.0,7,1920,3840
3567,0.4323,3763.0,4917.0,3795.0,4946.0,32.0,29.0,30.5,1.715,1.554,1.634,638566.634183,3863448.604034,106.8,116.1,41.1,26.5,24.7,22.7,84.37,0.0513,88.0,7,1920,3840
3568,0.4323,3893.0,5064.0,3921.0,5092.0,28.0,28.0,28.0,1.5,1.5,1.5,638573.49375,3863440.753635,91.4,100.4,33.2,23.6,23.7,13.7,76.11,0.0564,75.0,7,1920,3840
3569,0.4321,3758.0,4876.0,3788.0,4905.0,30.0,29.0,29.5,1.608,1.554,1.581,638566.312641,3863450.801074,125.1,127.4,63.1,30.4,30.1,26.0,66.58,0.0121,105.2,7,1920,3840
3570,0.432,2184.0,5585.0,2207.0,5605.0,23.0,20.0,21.5,1.233,1.072,1.152,638481.773843,3863413.049494,119.0,125.6,49.3,26.2,28.9,19.3,82.85,0.0336,98.0,7,1920,3840
3571,0.4319,3594.0,3912.0,3624.0,3939.0,30.0,27.0,28.5,1.608,1.447,1.527,638557.523822,3863502.511898,115.5,124.2,42.3,29.3,28.1,20.0,90.71,0.0443,94.0,7,1920,3840
3572,0.4316,2300.0,3931.0,2324.0,3958.0,24.0,27.0,25.5,1.286,1.447,1.367,638488.01712,3863501.493758,118.1,118.6,57.9,21.2,23.4,21.3,61.15,0.0025,98.2,7,1920,3840
3573,0.4315,2302.0,4278.0,2337.0,4308.0,35.0,30.0,32.5,1.876,1.608,1.742,638488.419048,3863482.818916,98.3,112.9,33.1,21.6,20.5,13.0,94.36,0.0818,81.4,7,1920,3840
3574,0.431,2069.0,4634.0,2102.0,4666.0,33.0,32.0,32.5,1.768,1.715,1.742,638475.878903,3863463.688591,121.7,131.1,43.9,29.8,30.3,20.5,96.66,0.0452,98.9,7,1920,3840
3575,0.4304,2150.0,4550.0,2185.0,4583.0,35.0,33.0,34.0,1.876,1.768,1.822,638480.273313,3863468.163051,100.4,113.1,40.2,32.4,37.6,18.0,85.58,0.0732,84.6,7,1920,3840
3576,0.4302,3863.0,4977.0,3890.0,5004.0,27.0,27.0,27.0,1.447,1.447,1.447,638571.859244,3863445.44244,114.6,120.7,45.6,31.0,26.0,30.9,81.36,0.0326,93.6,7,1920,3840
3577,0.4301,2125.0,5194.0,2155.0,5223.0,30.0,29.0,29.5,1.608,1.554,1.581,638478.799578,3863433.760616,147.1,156.7,54.7,37.3,37.8,23.0,111.48,0.0384,119.5,7,1920,3840
3578,0.43,2181.0,5075.0,2223.0,5112.0,42.0,37.0,39.5,2.251,1.983,2.117,638482.12218,3863439.923046,149.9,157.1,67.1,33.8,36.2,23.1,97.29,0.0301,124.7,7,1920,3840
3579,0.4298,2534.0,4149.0,2577.0,4192.0,43.0,43.0,43.0,2.304,2.304,2.304,638501.066374,3863489.383244,123.3,129.4,49.6,29.2,28.1,22.9,85.97,0.0304,100.8,7,1920,3840
3580,0.429,3818.0,4847.0,3843.0,4870.0,25.0,23.0,24.0,1.34,1.233,1.286,638569.394087,3863452.515837,114.2,120.8,46.5,25.6,28.8,20.2,80.93,0.035,93.8,7,1920,3840
3581,0.4283,3423.0,5743.0,3446.0,5765.0,23.0,22.0,22.5,1.233,1.179,1.206,638548.172303,3863404.529265,148.6,150.4,68.7,32.2,28.4,30.1,83.49,0.0076,122.6,7,1920,3840
3582,0.4281,2307.0,5550.0,2338.0,5579.0,31.0,29.0,30.0,1.661,1.554,1.608,638488.579819,3863414.683877,124.4,133.1,47.5,34.3,36.6,22.0,94.24,0.0414,101.7,7,1920,3840
3583,0.4276,3604.0,4221.0,3632.0,4246.0,28.0,25.0,26.5,1.5,1.34,1.42,638558.006135,3863486.007304,116.7,124.5,37.9,23.5,21.5,15.9,94.26,0.0381,93.0,7,1920,3840
3584,0.4274,3833.0,3960.0,3856.0,3980.0,23.0,20.0,21.5,1.233,1.072,1.152,638570.144352,3863500.127306,142.3,141.4,66.3,30.5,30.5,23.3,74.08,-0.0045,116.7,7,1920,3840
3585,0.4271,3117.0,5454.0,3149.0,5483.0,32.0,29.0,30.5,1.715,1.554,1.634,638532.014809,3863419.828166,159.0,169.9,62.6,35.7,33.0,21.3,118.17,0.0409,130.5,7,1920,3840
3586,0.427,3068.0,5640.0,3100.0,5668.0,32.0,28.0,30.0,1.715,1.5,1.608,638529.388881,3863409.887899,115.0,129.6,40.8,37.8,35.9,21.7,103.31,0.0714,95.1,7,1920,3840
3587,0.427,2340.0,5749.0,2360.0,5769.0,20.0,20.0,20.0,1.072,1.072,1.072,638490.053554,3863404.261333,127.7,133.2,57.3,23.8,21.9,18.2,81.52,0.0274,106.1,7,1920,3840
3588,0.4267,2366.0,4924.0,2383.0,4943.0,17.0,19.0,18.0,0.911,1.018,0.965,638491.366518,3863448.496862,157.9,163.7,72.7,29.4,32.9,18.2,96.73,0.0233,131.4,7,1920,3840
3589,0.4267,2776.0,5277.0,2806.0,5306.0,30.0,29.0,29.5,1.608,1.554,1.581,638513.686904,3863429.31295,103.8,114.3,47.2,28.3,29.2,19.5,77.54,0.0612,88.4,7,1920,3840
3590,0.4263,3664.0,5394.0,3683.0,5414.0,19.0,20.0,19.5,1.018,1.072,1.045,638560.9804,3863423.284486,105.0,114.7,44.5,27.3,27.1,16.5,79.83,0.0552,88.0,7,1920,3840
3591,0.4259,3549.0,4725.0,3576.0,4754.0,27.0,29.0,28.0,1.447,1.554,1.5,638555.03187,3863458.892613,184.7,179.1,174.5,33.4,36.3,36.4,-1.0,-0.0296,179.4,7,1920,3840
3592,0.4257,3745.0,4672.0,3786.0,4711.0,41.0,39.0,40.0,2.197,2.09,2.144,638565.910713,3863461.464757,165.2,154.6,147.5,30.5,33.1,35.9,-3.38,-0.0612,155.8,7,1920,3840
3593,0.4255,2684.0,5421.0,2710.0,5446.0,26.0,25.0,25.5,1.393,1.34,1.367,638508.64941,3863421.703688,107.3,115.5,48.9,28.6,27.5,21.4,74.86,0.0473,90.6,7,1920,3840
3594,0.4253,2167.0,4301.0,2191.0,4324.0,24.0,23.0,23.5,1.286,1.233,1.259,638480.889602,3863481.773982,93.3,107.4,42.6,18.1,20.4,12.0,78.98,0.0895,81.1,7,1920,3840
3595,0.4248,2738.0,3993.0,2762.0,4016.0,24.0,23.0,23.5,1.286,1.233,1.259,638511.489699,3863498.278577,94.1,103.8,39.6,28.6,26.5,23.5,73.87,0.0612,79.2,7,1920,3840
3596,0.4247,2210.0,4042.0,2243.0,4072.0,33.0,30.0,31.5,1.768,1.608,1.688,638483.435144,3863495.465294,123.7,126.1,48.9,30.2,26.0,22.7,79.49,0.0117,99.6,7,1920,3840
3597,0.4246,2087.0,5867.0,2111.0,5886.0,24.0,19.0,21.5,1.286,1.018,1.152,638476.602373,3863397.964937,146.5,149.0,61.9,29.3,29.0,22.2,89.51,0.0105,119.1,7,1920,3840
3598,0.4245,1922.0,4488.0,1958.0,4527.0,36.0,39.0,37.5,1.929,2.09,2.01,638468.081505,3863471.324645,118.0,131.6,46.6,29.7,29.7,20.4,98.66,0.0673,98.7,7,1920,3840
3599,0.4245,2390.0,5546.0,2416.0,5570.0,26.0,24.0,25.0,1.393,1.286,1.34,638492.893843,3863415.032188,133.8,143.8,55.9,34.6,32.4,28.8,97.91,0.0451,111.2,7,1920,3840
3600,0.4241,2947.0,4419.0,2989.0,4450.0,42.0,31.0,36.5,2.251,1.661,1.956,638523.172399,3863475.236448,131.3,137.3,51.6,31.3,32.8,20.1,91.69,0.0276,106.7,7,1920,3840
3601,0.4241,3596.0,4717.0,3627.0,4749.0,31.0,32.0,31.5,1.661,1.715,1.688,638557.657797,3863459.240924,126.0,132.6,52.5,30.4,27.2,26.9,86.63,0.0317,103.7,7,1920,3840
3602,0.4239,2406.0,5589.0,2433.0,5609.0,27.0,20.0,23.5,1.447,1.072,1.259,638493.778084,3863412.835148,141.7,149.1,52.3,35.0,34.1,20.7,104.08,0.0307,114.4,7,1920,3840
3603,0.4237,3816.0,4526.0,3846.0,4561.0,30.0,35.0,32.5,1.608,1.876,1.742,638569.420882,3863469.395537,175.9,165.7,159.4,47.2,47.8,52.6,-3.96,-0.0562,167.0,7,1920,3840
3604,0.4236,3217.0,4163.0,3242.0,4189.0,25.0,26.0,25.5,1.34,1.393,1.367,638537.186279,3863489.088519,110.2,115.4,50.1,22.5,23.5,17.2,70.59,0.0299,91.9,7,1920,3840
3605,0.4232,2585.0,4527.0,2620.0,4563.0,35.0,36.0,35.5,1.876,1.929,1.902,638503.585121,3863469.315157,108.2,118.9,43.7,33.5,33.9,23.2,85.93,0.0586,90.3,7,1920,3840
3606,0.4231,3593.0,5769.0,3614.0,5790.0,21.0,21.0,21.0,1.125,1.125,1.125,638557.229075,3863403.162813,121.6,129.2,49.1,39.2,32.5,27.2,87.66,0.0378,100.0,7,1920,3840
3607,0.4228,3733.0,5403.0,3759.0,5429.0,26.0,26.0,26.0,1.393,1.393,1.393,638564.865701,3863422.64145,116.2,124.3,48.6,27.8,28.4,19.7,83.93,0.0426,96.4,7,1920,3840
3608,0.4218,2911.0,4171.0,2936.0,4195.0,25.0,24.0,24.5,1.34,1.286,1.313,638520.787627,3863488.713414,119.9,123.5,45.4,30.0,26.4,25.0,81.64,0.018,96.3,7,1920,3840
3609,0.4216,2149.0,5827.0,2173.0,5839.0,24.0,12.0,18.0,1.286,0.643,0.965,638479.924975,3863400.295943,131.2,131.2,51.0,28.4,31.2,18.3,80.2,-0.0,104.4,7,1920,3840
3610,0.4209,2488.0,4829.0,2512.0,4854.0,24.0,25.0,24.5,1.286,1.34,1.313,638498.092109,3863453.426805,99.4,113.1,36.5,32.3,32.9,19.0,90.32,0.0778,83.0,7,1920,3840
3611,0.4206,2092.0,4237.0,2116.0,4260.0,24.0,23.0,23.5,1.286,1.233,1.259,638476.870325,3863485.203509,113.0,122.3,48.9,31.8,30.2,20.2,82.73,0.05,94.8,7,1920,3840
3612,0.4206,2991.0,5158.0,3031.0,5196.0,40.0,38.0,39.0,2.144,2.036,2.09,638525.476784,3863435.448586,107.0,118.1,39.1,29.2,27.7,16.5,89.96,0.0592,88.1,7,1920,3840
3613,0.4203,3483.0,4638.0,3509.0,4662.0,26.0,24.0,25.0,1.393,1.286,1.34,638551.468111,3863463.688591,121.3,127.3,52.4,21.0,20.3,19.2,80.89,0.0305,100.3,7,1920,3840
3614,0.4203,2887.0,5561.0,2909.0,5585.0,22.0,24.0,23.0,1.179,1.286,1.233,638519.421073,3863414.228393,115.8,128.6,49.4,36.1,38.4,22.6,92.05,0.0658,97.9,7,1920,3840
3615,0.42,2461.0,4318.0,2504.0,4350.0,43.0,32.0,37.5,2.304,1.715,2.01,638497.154277,3863480.621876,103.3,115.0,42.0,28.8,29.7,20.8,84.7,0.0665,86.7,7,1920,3840
3616,0.42,2540.0,3860.0,2561.0,3881.0,21.0,21.0,21.0,1.125,1.125,1.125,638500.798422,3863505.459147,118.6,122.0,41.5,27.7,25.5,16.2,83.99,0.0171,94.0,7,1920,3840
3617,0.4198,1993.0,3891.0,2030.0,3925.0,37.0,34.0,35.5,1.983,1.822,1.902,638471.913216,3863503.449659,87.1,92.2,36.9,17.4,18.8,14.2,60.32,0.0354,72.1,7,1920,3840
3618,0.4198,2053.0,5639.0,2080.0,5666.0,27.0,27.0,27.0,1.447,1.447,1.447,638474.860686,3863409.968279,134.4,137.5,52.4,29.4,27.5,21.0,88.07,0.0138,108.1,7,1920,3840
3619,0.4192,3100.0,4269.0,3122.0,4290.0,22.0,21.0,21.5,1.179,1.125,1.152,638530.835821,3863483.542332,107.2,109.9,40.3,21.7,21.6,12.8,72.22,0.0151,85.8,7,1920,3840
3620,0.4191,3919.0,4639.0,3948.0,4668.0,29.0,29.0,29.0,1.554,1.554,1.554,638574.913895,3863463.501038,107.4,114.0,42.1,26.4,26.5,22.1,78.54,0.0369,87.8,7,1920,3840
3621,0.4191,3331.0,4744.0,3355.0,4767.0,24.0,23.0,23.5,1.286,1.233,1.259,638543.268785,3863458.035231,115.9,126.9,46.5,31.2,29.4,26.4,91.52,0.0564,96.4,7,1920,3840
3622,0.4187,3536.0,4422.0,3564.0,4450.0,28.0,28.0,28.0,1.5,1.5,1.5,638554.36199,3863475.156069,112.6,110.9,56.6,26.9,26.6,23.1,52.69,-0.0099,93.4,7,1920,3840
3623,0.4184,2469.0,5540.0,2496.0,5566.0,27.0,26.0,26.5,1.447,1.393,1.42,638497.154277,3863415.30012,136.3,149.6,57.3,31.0,28.7,21.1,105.64,0.0583,114.4,7,1920,3840
3624,0.4182,3036.0,4932.0,3061.0,4953.0,25.0,21.0,23.0,1.34,1.125,1.233,638527.486423,3863448.014584,141.2,145.4,54.9,32.7,30.4,22.6,94.74,0.0184,113.8,7,1920,3840
3625,0.4181,3322.0,4911.0,3357.0,4943.0,35.0,32.0,33.5,1.876,1.715,1.795,638543.081219,3863448.845173,118.2,116.8,48.3,25.3,23.7,17.1,67.11,-0.0075,94.4,7,1920,3840
3626,0.4178,1999.0,5403.0,2019.0,5420.0,20.0,17.0,18.5,1.072,0.911,0.991,638471.77924,3863422.882588,155.2,153.2,62.3,33.1,37.7,16.3,88.94,-0.0081,123.6,7,1920,3840
3627,0.4175,1920.0,5132.0,1939.0,5166.0,19.0,34.0,26.5,1.018,1.822,1.42,638467.518806,3863436.949004,89.3,78.7,73.9,19.0,17.0,15.8,-5.7,-0.1121,80.6,7,1920,3840
3628,0.4172,3670.0,3915.0,3696.0,3940.0,26.0,25.0,25.5,1.393,1.34,1.367,638561.489508,3863502.404726,131.4,141.3,42.4,25.3,24.8,17.5,108.82,0.0431,105.1,7,1920,3840
3629,0.4171,3750.0,5295.0,3776.0,5321.0,26.0,26.0,26.0,1.393,1.393,1.393,638565.776738,3863428.428775,87.0,99.3,41.1,15.5,15.6,12.0,70.41,0.0845,75.8,7,1920,3840
3630,0.4169,3891.0,4237.0,3916.0,4261.0,25.0,24.0,24.5,1.34,1.286,1.313,638573.306184,3863485.176715,143.5,149.7,51.7,22.6,19.9,16.8,104.24,0.0256,115.0,7,1920,3840
3631,0.4169,2003.0,4562.0,2049.0,4602.0,46.0,40.0,43.0,2.465,2.144,2.304,638472.690276,3863467.332462,113.4,126.6,48.2,28.2,27.6,19.3,91.67,0.069,96.1,7,1920,3840
3632,0.416,2834.0,4323.0,2857.0,4345.0,23.0,22.0,22.5,1.233,1.179,1.206,638516.607579,3863480.621876,122.3,123.3,51.8,29.4,27.1,23.3,72.39,0.0048,99.1,7,1920,3840
3633,0.4157,3835.0,4479.0,3859.0,4503.0,24.0,24.0,24.0,1.286,1.286,1.286,638570.278328,3863472.20882,103.4,111.0,46.9,23.8,21.9,20.0,71.78,0.0455,87.1,7,1920,3840
3634,0.4154,2206.0,5463.0,2230.0,5490.0,24.0,27.0,25.5,1.286,1.447,1.367,638482.979626,3863419.399476,119.9,128.0,50.8,35.6,36.6,22.1,85.31,0.0412,99.5,7,1920,3840
3635,0.4153,2148.0,4482.0,2187.0,4525.0,39.0,43.0,41.0,2.09,2.304,2.197,638480.273313,3863471.53899,143.7,132.7,79.8,31.1,28.2,32.2,41.84,-0.0562,118.7,7,1920,3840
3636,0.4152,2415.0,4154.0,2434.0,4174.0,19.0,20.0,19.5,1.018,1.072,1.045,638494.046036,3863489.731555,139.4,126.7,115.2,39.0,40.9,41.8,-1.16,-0.084,127.1,7,1920,3840
3637,0.4144,2940.0,5626.0,2965.0,5651.0,25.0,25.0,25.0,1.34,1.34,1.34,638522.341748,3863410.718488,103.3,120.9,39.6,27.6,27.0,15.9,98.9,0.0954,88.0,7,1920,3840
3638,0.4143,2916.0,5590.0,2943.0,5618.0,27.0,28.0,27.5,1.447,1.5,1.474,638521.10917,3863412.567216,123.3,129.9,44.8,39.1,38.7,27.3,91.73,0.0317,99.4,7,1920,3840
3639,0.4143,3544.0,4463.0,3580.0,4497.0,36.0,34.0,35.0,1.929,1.822,1.876,638555.005075,3863472.798269,109.7,114.2,47.6,25.1,23.6,23.3,71.12,0.0255,90.5,7,1920,3840
3640,0.4142,3703.0,3842.0,3731.0,3867.0,28.0,25.0,26.5,1.5,1.34,1.42,638563.311581,3863506.316529,116.9,123.1,49.3,26.6,26.3,24.7,80.06,0.0328,96.4,7,1920,3840
3641,0.4135,2184.0,4927.0,2208.0,4948.0,24.0,21.0,22.5,1.286,1.125,1.206,638481.800638,3863448.282516,117.3,127.6,52.2,34.6,35.5,20.6,85.66,0.0533,99.0,7,1920,3840
3642,0.4131,3510.0,4171.0,3547.0,4206.0,37.0,35.0,36.0,1.983,1.876,1.929,638553.209797,3863488.418689,124.1,123.9,45.9,29.0,26.1,20.7,77.85,-0.0009,97.9,7,1920,3840
