id,img_timestamp,pose_timestamp,img_path,lat_deg,lon_deg,alt_m,x_m,y_m,z_m,roll_rad,pitch_rad,yaw_rad,toggle_enabled
0,1776713527.78023,1776713528.3467176,/home/sylva0/on_board/logs/images/0000000000.jpg,35.7686363,-78.6627156,10.235,-21.455705642700195,-29.456722259521484,-10.235891342163086,-0.024879202246665955,0.01871272549033165,1.1090774536132812,1
1,1776713529.0439196,1776713529.624106,/home/sylva0/on_board/logs/images/0000000001.jpg,35.7686422,-78.662704,10.201,-20.796091079711914,-28.408870697021484,-10.201537132263184,0.009981263428926468,0.041135016828775406,1.116607904434204,1
2,1776713530.2345278,1776713530.8157592,/home/sylva0/on_board/logs/images/0000000002.jpg,35.7686445,-78.6626938,10.195,-20.542173385620117,-27.48822021484375,-10.195548057556152,-0.035226091742515564,0.018639370799064636,1.035687804222107,1
3,1776713531.466763,1776713532.0873733,/home/sylva0/on_board/logs/images/0000000003.jpg,35.7686487,-78.6626816,10.183,-20.076919555664062,-26.386667251586914,-10.183296203613281,-0.054057128727436066,0.03162740543484688,1.0154643058776855,1
4,1776713532.671883,1776713533.2220073,/home/sylva0/on_board/logs/images/0000000004.jpg,35.7686537,-78.66267,10.215,-19.525053024291992,-25.33632469177246,-10.215611457824707,-0.07181617617607117,0.028230737894773483,1.0477021932601929,1
5,1776713533.8760986,1776713534.4762938,/home/sylva0/on_board/logs/images/0000000005.jpg,35.7686589,-78.6626598,10.22,-18.943471908569336,-24.41585350036621,-10.220039367675781,-0.07378114759922028,0.06540925800800323,1.0420669317245483,1
6,1776713535.1106842,1776713535.7137578,/home/sylva0/on_board/logs/images/0000000006.jpg,35.7686628,-78.6626502,10.262,-18.506053924560547,-23.55466651916504,-10.26241397857666,-0.08732116967439651,0.02406710386276245,0.9767255783081055,1
7,1776713536.417377,1776713537.0853674,/home/sylva0/on_board/logs/images/0000000007.jpg,35.768669,-78.6626392,10.299,-17.81732940673828,-22.559349060058594,-10.299057960510254,-0.047735705971717834,0.023731179535388947,0.9999772906303406,1
8,1776713537.6709652,1776713538.2178195,/home/sylva0/on_board/logs/images/0000000008.jpg,35.7686746,-78.6626272,10.288,-17.19021987915039,-21.470504760742188,-10.288444519042969,-0.06453869491815567,0.023943215608596802,1.0525721311569214,1
9,1776713538.794248,1776713539.33519,/home/sylva0/on_board/logs/images/0000000009.jpg,35.7686792,-78.6626183,10.247,-16.682910919189453,-20.67037010192871,-10.24789047241211,-0.03855431079864502,0.011499423533678055,1.0853997468948364,1
10,1776713539.9512877,1776713540.5393157,/home/sylva0/on_board/logs/images/0000000010.jpg,35.768685,-78.6626055,10.246,-16.03791046142578,-19.5172176361084,-10.246667861938477,-0.03548929840326309,0.020347632467746735,1.0930039882659912,1
11,1776713541.1293225,1776713541.6823726,/home/sylva0/on_board/logs/images/0000000011.jpg,35.7686893,-78.662595,10.269,-15.558682441711426,-18.5645751953125,-10.269698143005371,-0.047575511038303375,0.006130026653409004,1.0824636220932007,1
12,1776713542.3179798,1776713542.9204133,/home/sylva0/on_board/logs/images/0000000012.jpg,35.7686929,-78.6625817,10.284,-15.154035568237305,-17.36053466796875,-10.284536361694336,-0.05590522289276123,0.024726346135139465,1.1372933387756348,1
13,1776713543.5624142,1776713544.167351,/home/sylva0/on_board/logs/images/0000000013.jpg,35.7686987,-78.6625728,10.253,-14.506155967712402,-16.55877113342285,-10.253613471984863,0.012824781239032745,0.039882294833660126,1.0795140266418457,1
14,1776713544.7892387,1776713545.3794641,/home/sylva0/on_board/logs/images/0000000014.jpg,35.7687022,-78.6625613,10.188,-14.12621784210205,-15.525317192077637,-10.188291549682617,-0.07415200769901276,0.030652429908514023,1.0508371591567993,1
15,1776713546.006237,1776713546.5966582,/home/sylva0/on_board/logs/images/0000000015.jpg,35.7687075,-78.6625496,10.172,-13.528207778930664,-14.464261054992676,-10.172943115234375,-0.058092355728149414,0.011120293289422989,1.0133057832717896,1
16,1776713547.2204463,1776713547.8138964,/home/sylva0/on_board/logs/images/0000000016.jpg,35.7687117,-78.6625403,10.217,-13.063573837280273,-13.623948097229004,-10.217962265014648,-0.07280982285737991,0.0023986250162124634,1.0171982049942017,1
17,1776713548.4485822,1776713549.051902,/home/sylva0/on_board/logs/images/0000000017.jpg,35.7687177,-78.6625279,10.256,-12.395940780639648,-12.508883476257324,-10.256429672241211,-0.0641045868396759,0.025291718542575836,1.0601171255111694,1
18,1776713549.682605,1776713550.2714274,/home/sylva0/on_board/logs/images/0000000018.jpg,35.7687238,-78.6625151,10.204,-11.71914005279541,-11.34800910949707,-10.204536437988281,-0.07935194671154022,0.036480613052845,1.026485800743103,1
19,1776713550.884079,1776713551.467104,/home/sylva0/on_board/logs/images/0000000019.jpg,35.7687286,-78.6625049,10.223,-11.179506301879883,-10.429435729980469,-10.22386646270752,-0.04605817049741745,0.024577923119068146,1.0500000715255737,1
20,1776713552.0971937,1776713552.6954734,/home/sylva0/on_board/logs/images/0000000020.jpg,35.7687347,-78.6624922,10.178,-10.495387077331543,-9.261184692382812,-10.17780876159668,-0.014858982525765896,0.029814638197422028,1.0555894374847412,1
21,1776713553.3302076,1776713553.9337301,/home/sylva0/on_board/logs/images/0000000021.jpg,35.7687391,-78.6624825,10.153,-10.00869369506836,-8.401552200317383,-10.153363227844238,-0.013438418507575989,0.02198970690369606,1.100683331489563,1
22,1776713554.5716174,1776713555.1757495,/home/sylva0/on_board/logs/images/0000000022.jpg,35.7687433,-78.6624681,10.093,-9.54228687286377,-7.106500148773193,-10.093731880187988,-0.07244117558002472,0.021308019757270813,1.0631000995635986,1
23,1776713555.9589443,1776713556.7112849,/home/sylva0/on_board/logs/images/0000000023.jpg,35.7687494,-78.662456,10.148,-9.051912307739258,-6.2176737785339355,-10.144002914428711,-0.038555391132831573,0.021438822150230408,1.129699945449829,1
24,1776713557.3374705,1776713557.914665,/home/sylva0/on_board/logs/images/0000000024.jpg,35.7687556,-78.6624444,10.167,-8.17265510559082,-4.960504055023193,-10.16734504699707,-0.010293493047356606,0.0006672516465187073,1.1217342615127563,1
25,1776713558.540173,1776713559.1287527,/home/sylva0/on_board/logs/images/0000000025.jpg,35.7687598,-78.6624308,10.164,-7.710092067718506,-3.7373485565185547,-10.164807319641113,-0.04426611214876175,-0.006887202151119709,1.0678026676177979,1
26,1776713559.7723455,1776713560.3782303,/home/sylva0/on_board/logs/images/0000000026.jpg,35.7687641,-78.6624199,10.214,-7.222824573516846,-2.7359695434570312,-10.21537971496582,-0.05329330265522003,0.0029873475432395935,1.1425806283950806,1
27,1776713560.9938188,1776713561.5744054,/home/sylva0/on_board/logs/images/0000000027.jpg,35.7687713,-78.6624072,10.22,-6.433008193969727,-1.6041655540466309,-10.22043228149414,0.010547911748290062,0.033471692353487015,1.1048598289489746,1
28,1776713562.2095532,1776713562.8082826,/home/sylva0/on_board/logs/images/0000000028.jpg,35.7687761,-78.6623953,10.196,-5.890505790710449,-0.5181742310523987,-10.196681022644043,0.005186829715967178,0.006936423480510712,1.1140903234481812,1
29,1776713563.435135,1776713564.031159,/home/sylva0/on_board/logs/images/0000000029.jpg,35.7687795,-78.662385,10.205,-5.517520427703857,0.4101741313934326,-10.205345153808594,-0.017276914790272713,0.00408538244664669,1.0733857154846191,1
30,1776713564.6739783,1776713565.2799454,/home/sylva0/on_board/logs/images/0000000030.jpg,35.7687841,-78.6623718,10.197,-5.008878231048584,1.6059328317642212,-10.197761535644531,-0.037610817700624466,0.019770801067352295,1.080511212348938,1
31,1776713565.925169,1776713566.5338304,/home/sylva0/on_board/logs/images/0000000031.jpg,35.7687896,-78.6623622,10.157,-4.3909125328063965,2.465947151184082,-10.157456398010254,0.08767466992139816,0.021834317594766617,1.8739100694656372,1
32,1776713567.1411529,1776713567.703893,/home/sylva0/on_board/logs/images/0000000032.jpg,35.7687877,-78.6623573,10.174,-4.601742744445801,2.9097352027893066,-10.174993515014648,0.03760314732789993,-0.08646243810653687,2.792827844619751,1
33,1776713568.406367,1776713569.0772262,/home/sylva0/on_board/logs/images/0000000033.jpg,35.7687775,-78.662349,10.138,-5.738996982574463,3.6589465141296387,-10.138431549072266,0.02942183054983616,-0.041813574731349945,2.518404245376587,1
34,1776713569.7131147,1776713570.309315,/home/sylva0/on_board/logs/images/0000000034.jpg,35.7687652,-78.6623424,10.224,-7.1131696701049805,4.262665271759033,-10.224913597106934,0.0067922193557024,-0.03448176011443138,2.5973992347717285,1
35,1776713570.9359431,1776713571.5244052,/home/sylva0/on_board/logs/images/0000000035.jpg,35.7687549,-78.662337,10.003,-8.13221549987793,4.714760780334473,-10.046875953674316,0.11549697071313858,0.014980033040046692,-2.8648054599761963,1
36,1776713572.140263,1776713572.720245,/home/sylva0/on_board/logs/images/0000000036.jpg,35.7687537,-78.6623402,10.037,-8.386366844177246,4.456844806671143,-10.037848472595215,-0.05233047902584076,-0.07453984022140503,-1.8641908168792725,1
37,1776713573.3606043,1776713573.9629552,/home/sylva0/on_board/logs/images/0000000037.jpg,35.7687484,-78.66235,10.076,-8.975481986999512,3.5692901611328125,-10.076807975769043,-0.012866131961345673,-0.0877823680639267,-2.152070999145508,1
38,1776713574.590806,1776713575.1857636,/home/sylva0/on_board/logs/images/0000000038.jpg,35.7687436,-78.6623597,10.213,-9.51555061340332,2.693984031677246,-10.213998794555664,-0.0020699109882116318,-0.08180966228246689,-2.057720422744751,1
39,1776713575.8239045,1776713576.4090147,/home/sylva0/on_board/logs/images/0000000039.jpg,35.768737,-78.6623732,10.291,-10.24148941040039,1.4753729104995728,-10.291810989379883,0.00766502320766449,-0.08123030513525009,-2.105752944946289,1
40,1776713577.0524797,1776713577.662643,/home/sylva0/on_board/logs/images/0000000040.jpg,35.7687312,-78.662386,10.232,-10.890729904174805,0.3166199326515198,-10.232897758483887,0.017276819795370102,-0.07150382548570633,-2.0954625606536865,1
41,1776713578.3147476,1776713578.9336152,/home/sylva0/on_board/logs/images/0000000041.jpg,35.7687276,-78.6623964,10.16,-11.298600196838379,-0.6173976063728333,-10.160224914550781,-0.015205596573650837,-0.07916685938835144,-2.0992636680603027,1
42,1776713579.5773501,1776713580.1834004,/home/sylva0/on_board/logs/images/0000000042.jpg,35.7687207,-78.6624087,10.026,-12.061713218688965,-1.7361221313476562,-10.02672290802002,0.033470094203948975,-0.06521935760974884,-2.1202797889709473,1
43,1776713580.824349,1776713581.4328852,/home/sylva0/on_board/logs/images/0000000043.jpg,35.7687145,-78.6624212,10.14,-12.749714851379395,-2.8644018173217773,-10.140787124633789,0.011343158781528473,-0.04662909358739853,-2.0986266136169434,1
44,1776713582.255324,1776713583.055763,/home/sylva0/on_board/logs/images/0000000044.jpg,35.7687094,-78.6624339,10.086,-13.32067584991455,-4.017587184906006,-10.086851119995117,0.013502728193998337,-0.0670810118317604,-2.1264562606811523,1
